Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID,pIC50 (M)
11813411,103401,103373613,Unspecified,,,10.0,IC50,In vitro antitumor activity against breast MCF-7 tumor cell lines,Confirmatory,13678412.0,5.0
10434225,467996,103601114,Unspecified,,,150.0,IC50,Cytotoxic activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19618898.0,3.8239087409443187
46931063,353192,103730359,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,19285863.0,7.886056647693163
443810,696870,163327622,Active,,,4.28,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,23136829.0,5.368556230986828
10400831,1623545,103618523,Active,,,9.3,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by sulforhodamine B assay,Confirmatory,30601004.0,5.031517051446065
16086566,426221,103580028,Active,,,0.3,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,19555122.0,6.522878745280337
16086566,1575481,103580028,Active,,,5.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30629433.0,5.301029995663981
70688904,678033,160686078,Unspecified,,,40.47,IC50,Cytotoxicity against human MCF7 cells after 72 hrs BY SRB assay,Confirmatory,22703109.0,4.392866795608433
12304433,1304006,336895066,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,27189676.0,4.301029995663981
71764479,1541650,194171816,Unspecified,,,17.0,IC50,Cytotoxicity against human MCF7 cells measured after 72 hrs by Celltiter-Glo assay,Confirmatory,31820976.0,4.769551078621726
3083630,697152,163334608,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23088673.0,4.3979400086720375
160237,467948,103270995,Active,,,8.0,IC50,Antiproliferative activity in human MCF7 cells after 96 hrs by MTT assay,Confirmatory,19601638.0,5.096910013008056
160237,467949,103270995,Unspecified,,,15.0,IC50,Antiproliferative activity in human MCF7 cells after 96 hrs by MTT assay in presence of acacetin,Confirmatory,19601638.0,4.823908740944319
46883152,471351,103744016,Unspecified,,,22.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19711971.0,4.647817481888637
59311339,1656943,312367643,Active,,,2.74,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability,Confirmatory,32005414.0,5.562249437179612
12137354,1228174,318373471,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,25871261.0,4.3979400086720375
11081505,736850,103621941,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,23327668.0,5.0
11081505,1127069,103621941,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0,5.0
72702449,774038,174524589,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24063582.0,5.0
71725618,751270,174511812,Active,,,2.1,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,23806110.0,5.6777807052660805
5281805,456226,103579151,Unspecified,,,100.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTS/PMS assay,Confirmatory,19932969.0,4.0
56676700,606255,134455943,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT method,Confirmatory,21534539.0,5.0
21672229,1298754,103616721,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27133593.0,4.0
90676171,1138638,242635154,Active,,,8.2,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,24597894.0,5.086186147616283
42601447,1575481,103613146,Active,,,0.2,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30629433.0,6.698970004336019
11482553,401702,103636460,Unspecified,,,21.9,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,15921417.0,4.6595558851598815
14466083,589478,131280101,Active,,,6.7,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,21376582.0,5.173925197299173
53355687,599237,131272418,Unspecified,,,12.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21428418.0,4.896196279044043
71725772,750853,174486036,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23691952.0,4.3979400086720375
45268228,427277,103682963,Active,,,3.8,IC50,Growth inhibition of human MCF7 cells after 4 days by MTT assay in presence of 5% heat-inactivated fetal bovine serum treated with dextran-coated charcoal and 17-beta-estradiol,Confirmatory,19467602.0,5.42021640338319
50899861,549990,124966392,Active,,,3.2,IC50,Cytotoxicity against human MCF7 cells assessed as [3H]-hypoxanthine incorporation after 48 hrs,Confirmatory,20954722.0,5.494850021680094
73078,1460373,103439840,Active,,,8.62,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28057423.0,5.064492734175287
73078,1687743,103439840,Unspecified,,,19.58,IC50,Cytotoxicity against human MCF-7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31784186.0,4.708187312532881
5281316,1570846,242084619,Unspecified,,,12.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31620225.0,4.920818753952375
5281316,1570848,242084619,Active,,,9.72,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs in presence of NQO1 inhibitor dicoumarol by MTT assay,Confirmatory,31620225.0,5.012333735073725
5281316,2014129,242084619,Active,,,0.04,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 72 hrs by SRB assay,Confirmatory,37681508.0,7.3979400086720375
119045,745225,103582454,Unspecified,,,25.41,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23558238.0,4.594995334949631
72701895,774033,174514312,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24063567.0,5.0
9802865,1570107,103521350,Active,,,0.8,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by resazurin dye based assay,Confirmatory,31325787.0,6.096910013008056
9802865,1740502,103521350,Active,,,0.8,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by resazurin assay,Confirmatory,32645647.0,6.096910013008056
16220256,653908,103598435,Active,,,1.87,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22406153.0,5.728158393463501
14138895,750853,124957655,Unspecified,,,16.58,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23691952.0,4.780415473785745
44419730,277220,103507405,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0,4.522878745280337
21580214,1165209,124975117,Unspecified,,,30.17,IC50,Antiproliferative activity against human MCF7 cells after 3 days by SRB assay,Confirmatory,25241925.0,4.5204246898250116
53493834,1228100,318373302,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,25798528.0,5.0
53359351,611906,134447794,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21650157.0,4.0
57391287,649816,136922764,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTS assay,Confirmatory,22305494.0,5.0
90670218,1127069,242620740,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0,5.0
46938752,504301,104245586,Unspecified,,,22.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,20815366.0,4.657577319177793
158975,1320952,103557952,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 6 days by MTT assay,Confirmatory,27310249.0,5.0
12416403,504301,104245595,Active,,,6.3,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,20815366.0,5.200659450546418
5319913,300115,103541266,Unspecified,,,30.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs,Confirmatory,17548198.0,4.522878745280337
76328407,1066718,194173879,Unspecified,,,26.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24547740.0,4.573488738635425
66553679,677134,160675437,Unspecified,,,35.4,IC50,Cytotoxicity against human MCF7 cells incubated for 3 days by SRB assay,Confirmatory,22863526.0,4.450996737974212
44445338,595893,103557500,Unspecified,,,22.0,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,21473608.0,4.657577319177793
45269923,426934,103686352,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB method,Confirmatory,19425589.0,5.0
46918558,499632,104241298,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20666364.0,4.3979400086720375
21723770,1066416,194167023,Unspecified,,,21.3,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,24361521.0,4.671620396561262
92785,1356063,103648532,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,30010341.0,5.0
92760,1575481,103333010,Active,,,6.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30629433.0,5.221848749616356
53494114,617219,134450028,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,21812410.0,4.0
10255859,1066416,174485884,Unspecified,,,16.7,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,24361521.0,4.777283528852417
147795,102612,103323764,Unspecified,,,35.7,IC50,The compound was tested for antiproliferative activity against MCF-7 human breast cancer cells,Confirmatory,11720850.0,4.447331783887806
72543914,1054718,194151846,Unspecified,,,26.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24144848.0,4.573488738635425
72701620,774033,174524587,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24063567.0,5.0
10476763,379733,103597650,Active,,,3.9,IC50,Antiproliferative effect against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,16499324.0,5.4089353929735005
11108215,771668,174498546,Active,,,6.9,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24044895.0,5.161150909262744
9811678,1191957,312379659,Active,,,0.8,IC50,Antiproliferative activity against human MCF7 cells assessed as growth inhibition after 48 hrs by sulforhodamine B assay,Confirmatory,25682561.0,6.096910013008056
9811678,1191964,312379659,Active,,,1.4,IC50,Antiproliferative activity against human MCF7/DX cells assessed as growth inhibition after 48 hrs by sulforhodamine B assay,Confirmatory,25682561.0,5.853871964321762
10483239,1871288,103581096,Active,,,0.006,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Confirmatory,33333398.0,8.221848749616356
16085140,673253,160674600,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,22801644.0,4.0
16085140,721440,160674600,Active,,,7.29,IC50,Antitumor activity against human MCF7 cells assessed as growth inhibition measured after 48 hrs by MTT assay,Confirmatory,23313635.0,5.137272471682025
53316854,568818,124956614,Unspecified,,,35.63,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21216145.0,4.448184177648985
44419427,277810,103506879,Active,,,1.81,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,17286429.0,5.7423214251308154
73351914,745225,174506060,Unspecified,,,25.28,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23558238.0,4.597222930389653
10561344,762153,174523149,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,23822611.0,5.0
14841107,1141830,242636002,Active,,,3.44,IC50,Cytotoxicity against human MCF7 cells after 2 days by MTT assay,Confirmatory,24767839.0,5.46344155742847
44606073,470065,103737612,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by sulforhodamine B assay,Confirmatory,19874044.0,5.0
15817377,1471401,103636351,Active,,,2.85,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,29019670.0,5.54515513999149
56683362,606255,134463575,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT method,Confirmatory,21534539.0,5.0
14777891,1320952,103758627,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 6 days by MTT assay,Confirmatory,27310249.0,5.0
165541,670606,160668906,Active,,,3.2,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,22705001.0,5.494850021680094
165541,670607,160668906,Active,,,2.1,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,22705001.0,5.6777807052660805
45272267,422510,103691231,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by WST-8 assay,Confirmatory,19072209.0,5.0
6479922,333431,103618123,Active,,,9.34,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,15497961.0,5.029653123769907
56602269,636833,136933779,Unspecified,,,38.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,21995505.0,4.42021640338319
53483941,621106,134434641,Unspecified,,,11.0,IC50,Cytotoxicity against human MCF7 cells by propidium iodide staining,Confirmatory,21868221.0,4.958607314841775
73349308,773380,174498665,Active,,,3.0,IC50,Cytotoxicity against human MCF7 after 48 hrs by MTT assay,Confirmatory,24012119.0,5.522878745280337
44419740,277220,103507429,Unspecified,,,28.6,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0,4.543633966870957
60151566,1180662,312348731,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,24960143.0,5.0
56969766,1228100,318373296,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,25798528.0,5.0
44421636,283778,103513822,Unspecified,,,47.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,17346076.0,4.323306390375134
16215550,283778,103513806,Unspecified,,,63.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,17346076.0,4.196542884351586
51351608,589478,131282080,Active,,,8.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,21376582.0,5.096910013008056
60151312,654562,160682768,Unspecified,,,38.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,22283451.0,4.42021640338319
70696913,674356,160707041,Active,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,22691179.0,5.0
3086086,1122208,194150210,Unspecified,,,15.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24273638.0,4.823908740944319
10411004,1504288,103600208,Unspecified,,,500.0,IC50,Antiproliferative activity in human MCF7 cells by sulforhodamine B assay,Confirmatory,29120172.0,3.3010299956639813
57384108,657868,160683543,Active,,,5.3,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by CellTiter-Glo assay,Confirmatory,22316168.0,5.275724130399211
6436219,511779,103567289,Unspecified,,,523600.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20684858.0,0.2810003621212819
53319526,568818,124961903,Unspecified,,,15.2,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21216145.0,4.818156412055227
53493985,617219,134461437,Unspecified,,,33.5,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,21812410.0,4.474955192963154
90670210,1127069,242620731,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0,5.0
72702681,774038,174524588,Active,,,5.9,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24063582.0,5.229147988357856
44243827,636801,136936971,Active,,,10.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,21970540.0,5.0
76321230,1066718,194160104,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24547740.0,4.301029995663981
66572431,670606,160695723,Active,,,0.5,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,22705001.0,6.301029995663981
66572431,670607,160695723,Active,,,0.2,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,22705001.0,6.698970004336019
44559705,1505064,103582018,Active,,,5.29,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,29286250.0,5.276544327964814
71524348,733971,164131967,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23305465.0,4.3979400086720375
53356406,599224,131286167,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21425787.0,4.3979400086720375
44419739,277220,103507421,Unspecified,,,29.3,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0,4.533132379645891
6382798,1054718,194172649,Unspecified,,,74.5,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24144848.0,4.127843727251707
53262875,604716,134455822,Active,,,0.02,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,21410162.0,7.698970004336019
155189,278023,103507278,Unspecified,,,25.0,IC50,Inhibition of cell proliferation in MCF7 mp53 cells in absence of 6.5 Gy [60Co]-induced DNA damage,Confirmatory,17315964.0,4.6020599913279625
155189,278024,103507278,Active,,,7.0,IC50,Inhibition of cell proliferation in MCF7 mp53 cells in presence of 6.5 Gy [60Co]-induced DNA damage,Confirmatory,17315964.0,5.154901959985743
441676,283778,103513858,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,17346076.0,4.0
10647785,745814,103599664,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,23701598.0,5.0
70686505,676671,160680219,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0,4.3979400086720375
56599468,636833,136927189,Unspecified,,,96.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,21995505.0,4.017728766960431
10717799,566853,124975094,Active,,,4.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21090801.0,5.327902142064283
5318869,1546537,103417710,Unspecified,,,10.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31784199.0,4.987162775294828
5372065,1165209,103520200,Unspecified,,,40.0,IC50,Antiproliferative activity against human MCF7 cells after 3 days by SRB assay,Confirmatory,25241925.0,4.3979400086720375
2836049,1478623,103598781,Unspecified,,,128.1,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by CCK8 assay,Confirmatory,28376372.0,3.8924508702553138
90670219,1127069,242620741,Active,,,7.3,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0,5.136677139879544
71719152,721440,164142039,Unspecified,,,74.55,IC50,Antitumor activity against human MCF7 cells assessed as growth inhibition measured after 48 hrs by MTT assay,Confirmatory,23313635.0,4.127552352210986
688492,611578,103583015,Unspecified,,,64.4,IC50,Cytostatic activity against human MCF7 cells after 48 cells by MTT assay,Confirmatory,21561060.0,4.1911141326401875
24180662,312048,103558606,Active,,,0.15,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,18052326.0,6.823908740944319
56601461,636815,136920549,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21977916.0,4.301029995663981
24970645,405961,103585794,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,18507473.0,4.301029995663981
24970645,2032347,103585794,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTS assay,Confirmatory,36375335.0,4.301029995663981
71623988,761776,174523371,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,23806014.0,5.0
11559903,258020,103477026,Active,,,4.76,IC50,Cytotoxicity against human breast carcinoma MCF7 cell line,Confirmatory,16420055.0,5.3223930472795065
10434469,401948,103581384,Unspecified,,,0.108,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by MTT assay,Confirmatory,15165144.0,6.966576244513051
16091621,477163,103750750,Unspecified,,,188.0,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,20155932.0,3.72584215073632
46882748,471377,103743282,Unspecified,,,30.7,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,19795842.0,4.512861624522813
46882748,513993,103743282,Unspecified,,,30.7,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,20541427.0,4.512861624522813
10741390,751270,174511813,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,23806110.0,4.301029995663981
53324930,736850,124972747,Active,,,4.8,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,23327668.0,5.318758762624412
60154782,683414,160691937,Unspecified,,,39.8107,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22624550.0,4.40000018605658
60154782,683414,160691937,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22624550.0,4.3979400086720375
45273440,427294,103693611,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,19467877.0,4.301029995663981
70696900,676671,160707018,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0,4.3979400086720375
71726086,751129,174506627,Active,,,7.4,IC50,Cytotoxicity against human MCF7 cells after 3 days by MTT assay,Confirmatory,23738539.0,5.130768280269024
70692817,676671,160696422,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0,4.3979400086720375
72946238,1055609,194179517,Unspecified,,,100.0,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24180210.0,4.0
46216848,1228174,318373475,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,25871261.0,4.3979400086720375
91453,1366626,242588557,Unspecified,,,31.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29066046.0,4.508638306165727
91453,1709412,242588557,Unspecified,,,28.7,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,33735799.0,4.542118103266008
44419738,277220,103507420,Unspecified,,,30.7,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0,4.512861624522813
44614136,468211,103736623,Unspecified,,,120.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19919065.0,3.9208187539523753
72708559,771668,174519100,Active,,,6.7,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24044895.0,5.173925197299173
50993821,568574,124967337,Active,,,6.7,IC50,Cytotoxicity against ER-positive human MCF7 cells after 24 hrs by trypan blue staining,Confirmatory,21188999.0,5.173925197299173
471722,502768,103236917,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS reduction assay,Confirmatory,20704331.0,4.301029995663981
50993975,568594,124961019,Active,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21142110.0,5.0
10084943,762153,174502569,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,23822611.0,5.0
46883149,471351,103744013,Unspecified,,,25.3,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19711971.0,4.5968794788241825
70682263,676671,160669548,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0,4.3979400086720375
21574199,356666,103600071,Unspecified,,,20.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,14695798.0,4.686132779630847
14543641,771668,174508924,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24044895.0,4.301029995663981
73352131,762094,174507712,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23819871.0,5.0
11538626,403719,103637764,Unspecified,,,80.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by acid phosphatase method,Confirmatory,16252924.0,4.096910013008056
71726088,751129,174511770,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by MTT assay,Confirmatory,23738539.0,5.0
3037463,779090,174504715,Unspecified,,,100.0,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,24012378.0,4.0
21637632,1244899,318388254,Unspecified,,,21.29,IC50,Cytotoxicity against human MCF7 cells assessed as induction of cell death incubated for 2 days by MTT assay,Confirmatory,26259802.0,4.671824338561677
5351516,2005326,103507441,Unspecified,,,18.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth by CCK8 assay,Confirmatory,38107170.0,4.7447274948966935
6477182,418001,103361530,Active,,,5.4,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,19249204.0,5.267606240177032
44343868,104080,103342434,Unspecified,,,10.0,IC50,In vitro cytotoxicity against parental and drug resistant breast human tumor cell line MCF-7,Confirmatory,11814793.0,5.0
480869,1478546,103599655,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,28371676.0,4.0
442720,481856,103600958,Active,,,5.15,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20405844.0,5.288192770958809
13250,1762129,103587103,Unspecified,,,62.5,IC50,Cytotoxicity against human ER-positive MCF7 cells assessed as decrease in cell proliferation at 12.5 to 100 uM incubated for 24 hrs,Confirmatory,33711444.0,4.204119982655925
25118974,1656943,312367644,Unspecified,,,18.45,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability,Confirmatory,32005414.0,4.734003629504921
86302369,1127069,242620737,Active,,,1.7,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0,5.769551078621726
