Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID
66553679,677134,160675437,Unspecified,,,35.4,IC50,Cytotoxicity against human MCF7 cells incubated for 3 days by SRB assay,Confirmatory,22863526.0
44445338,595893,103557500,Unspecified,,,22.0,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,21473608.0
45269923,426934,103686352,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB method,Confirmatory,19425589.0
46918558,499632,104241298,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20666364.0
21723770,1066416,194167023,Unspecified,,,21.3,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,24361521.0
92785,1356063,103648532,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,30010341.0
92760,1575481,103333010,Active,,,6.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30629433.0
53494114,617219,134450028,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,21812410.0
10255859,1066416,174485884,Unspecified,,,16.7,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,24361521.0
147795,102612,103323764,Unspecified,,,35.7,IC50,The compound was tested for antiproliferative activity against MCF-7 human breast cancer cells,Confirmatory,11720850.0
72543914,1054718,194151846,Unspecified,,,26.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24144848.0
72701620,774033,174524587,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24063567.0
10476763,379733,103597650,Active,,,3.9,IC50,Antiproliferative effect against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,16499324.0
11108215,771668,174498546,Active,,,6.9,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24044895.0
9811678,1191957,312379659,Active,,,0.8,IC50,Antiproliferative activity against human MCF7 cells assessed as growth inhibition after 48 hrs by sulforhodamine B assay,Confirmatory,25682561.0
9811678,1191964,312379659,Active,,,1.4,IC50,Antiproliferative activity against human MCF7/DX cells assessed as growth inhibition after 48 hrs by sulforhodamine B assay,Confirmatory,25682561.0
10483239,1871288,103581096,Active,,,0.006,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Confirmatory,33333398.0
16085140,673253,160674600,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,22801644.0
16085140,721440,160674600,Active,,,7.29,IC50,Antitumor activity against human MCF7 cells assessed as growth inhibition measured after 48 hrs by MTT assay,Confirmatory,23313635.0
53316854,568818,124956614,Unspecified,,,35.63,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21216145.0
44419427,277810,103506879,Active,,,1.81,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,17286429.0
73351914,745225,174506060,Unspecified,,,25.28,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23558238.0
10561344,762153,174523149,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,23822611.0
14841107,1141830,242636002,Active,,,3.44,IC50,Cytotoxicity against human MCF7 cells after 2 days by MTT assay,Confirmatory,24767839.0
44606073,470065,103737612,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by sulforhodamine B assay,Confirmatory,19874044.0
15817377,1471401,103636351,Active,,,2.85,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,29019670.0
56683362,606255,134463575,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT method,Confirmatory,21534539.0
14777891,1320952,103758627,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 6 days by MTT assay,Confirmatory,27310249.0
165541,670606,160668906,Active,,,3.2,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,22705001.0
165541,670607,160668906,Active,,,2.1,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,22705001.0
45272267,422510,103691231,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by WST-8 assay,Confirmatory,19072209.0
6479922,333431,103618123,Active,,,9.34,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,15497961.0
56602269,636833,136933779,Unspecified,,,38.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,21995505.0
53483941,621106,134434641,Unspecified,,,11.0,IC50,Cytotoxicity against human MCF7 cells by propidium iodide staining,Confirmatory,21868221.0
73349308,773380,174498665,Active,,,3.0,IC50,Cytotoxicity against human MCF7 after 48 hrs by MTT assay,Confirmatory,24012119.0
44419740,277220,103507429,Unspecified,,,28.6,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0
60151566,1180662,312348731,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,24960143.0
56969766,1228100,318373296,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,25798528.0
44421636,283778,103513822,Unspecified,,,47.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,17346076.0
16215550,283778,103513806,Unspecified,,,63.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,17346076.0
51351608,589478,131282080,Active,,,8.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,21376582.0
60151312,654562,160682768,Unspecified,,,38.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,22283451.0
70696913,674356,160707041,Active,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,22691179.0
3086086,1122208,194150210,Unspecified,,,15.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24273638.0
10411004,1504288,103600208,Unspecified,,,500.0,IC50,Antiproliferative activity in human MCF7 cells by sulforhodamine B assay,Confirmatory,29120172.0
57384108,657868,160683543,Active,,,5.3,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by CellTiter-Glo assay,Confirmatory,22316168.0
6436219,511779,103567289,Unspecified,,,523600.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20684858.0
53319526,568818,124961903,Unspecified,,,15.2,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21216145.0
53493985,617219,134461437,Unspecified,,,33.5,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,21812410.0
90670210,1127069,242620731,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0
72702681,774038,174524588,Active,,,5.9,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24063582.0
44243827,636801,136936971,Active,,,10.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,21970540.0
76321230,1066718,194160104,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24547740.0
66572431,670606,160695723,Active,,,0.5,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,22705001.0
66572431,670607,160695723,Active,,,0.2,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,22705001.0
44559705,1505064,103582018,Active,,,5.29,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,29286250.0
71524348,733971,164131967,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23305465.0
53356406,599224,131286167,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21425787.0
44419739,277220,103507421,Unspecified,,,29.3,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0
6382798,1054718,194172649,Unspecified,,,74.5,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24144848.0
53262875,604716,134455822,Active,,,0.02,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,21410162.0
155189,278023,103507278,Unspecified,,,25.0,IC50,Inhibition of cell proliferation in MCF7 mp53 cells in absence of 6.5 Gy [60Co]-induced DNA damage,Confirmatory,17315964.0
155189,278024,103507278,Active,,,7.0,IC50,Inhibition of cell proliferation in MCF7 mp53 cells in presence of 6.5 Gy [60Co]-induced DNA damage,Confirmatory,17315964.0
441676,283778,103513858,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,17346076.0
10647785,745814,103599664,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,23701598.0
70686505,676671,160680219,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0
56599468,636833,136927189,Unspecified,,,96.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,21995505.0
10717799,566853,124975094,Active,,,4.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21090801.0
5318869,1546537,103417710,Unspecified,,,10.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31784199.0
5372065,1165209,103520200,Unspecified,,,40.0,IC50,Antiproliferative activity against human MCF7 cells after 3 days by SRB assay,Confirmatory,25241925.0
2836049,1478623,103598781,Unspecified,,,128.1,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by CCK8 assay,Confirmatory,28376372.0
90670219,1127069,242620741,Active,,,7.3,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0
71719152,721440,164142039,Unspecified,,,74.55,IC50,Antitumor activity against human MCF7 cells assessed as growth inhibition measured after 48 hrs by MTT assay,Confirmatory,23313635.0
688492,611578,103583015,Unspecified,,,64.4,IC50,Cytostatic activity against human MCF7 cells after 48 cells by MTT assay,Confirmatory,21561060.0
24180662,312048,103558606,Active,,,0.15,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,18052326.0
56601461,636815,136920549,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21977916.0
24970645,405961,103585794,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,18507473.0
24970645,2032347,103585794,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTS assay,Confirmatory,36375335.0
71623988,761776,174523371,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,23806014.0
11559903,258020,103477026,Active,,,4.76,IC50,Cytotoxicity against human breast carcinoma MCF7 cell line,Confirmatory,16420055.0
10434469,401948,103581384,Unspecified,,,0.108,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by MTT assay,Confirmatory,15165144.0
16091621,477163,103750750,Unspecified,,,188.0,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,20155932.0
46882748,471377,103743282,Unspecified,,,30.7,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,19795842.0
46882748,513993,103743282,Unspecified,,,30.7,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,20541427.0
10741390,751270,174511813,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,23806110.0
53324930,736850,124972747,Active,,,4.8,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,23327668.0
60154782,683414,160691937,Unspecified,,,39.8107,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22624550.0
60154782,683414,160691937,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22624550.0
45273440,427294,103693611,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,19467877.0
70696900,676671,160707018,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0
71726086,751129,174506627,Active,,,7.4,IC50,Cytotoxicity against human MCF7 cells after 3 days by MTT assay,Confirmatory,23738539.0
70692817,676671,160696422,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0
72946238,1055609,194179517,Unspecified,,,100.0,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24180210.0
46216848,1228174,318373475,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,25871261.0
91453,1366626,242588557,Unspecified,,,31.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29066046.0
91453,1709412,242588557,Unspecified,,,28.7,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,33735799.0
44419738,277220,103507420,Unspecified,,,30.7,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,17243726.0
44614136,468211,103736623,Unspecified,,,120.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19919065.0
72708559,771668,174519100,Active,,,6.7,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24044895.0
50993821,568574,124967337,Active,,,6.7,IC50,Cytotoxicity against ER-positive human MCF7 cells after 24 hrs by trypan blue staining,Confirmatory,21188999.0
471722,502768,103236917,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS reduction assay,Confirmatory,20704331.0
50993975,568594,124961019,Active,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21142110.0
10084943,762153,174502569,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,23822611.0
46883149,471351,103744013,Unspecified,,,25.3,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19711971.0
70682263,676671,160669548,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22642560.0
21574199,356666,103600071,Unspecified,,,20.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,14695798.0
14543641,771668,174508924,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24044895.0
73352131,762094,174507712,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23819871.0
11538626,403719,103637764,Unspecified,,,80.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by acid phosphatase method,Confirmatory,16252924.0
71726088,751129,174511770,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by MTT assay,Confirmatory,23738539.0
3037463,779090,174504715,Unspecified,,,100.0,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,24012378.0
21637632,1244899,318388254,Unspecified,,,21.29,IC50,Cytotoxicity against human MCF7 cells assessed as induction of cell death incubated for 2 days by MTT assay,Confirmatory,26259802.0
5351516,2005326,103507441,Unspecified,,,18.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth by CCK8 assay,Confirmatory,38107170.0
6477182,418001,103361530,Active,,,5.4,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,19249204.0
44343868,104080,103342434,Unspecified,,,10.0,IC50,In vitro cytotoxicity against parental and drug resistant breast human tumor cell line MCF-7,Confirmatory,11814793.0
480869,1478546,103599655,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,28371676.0
442720,481856,103600958,Active,,,5.15,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20405844.0
13250,1762129,103587103,Unspecified,,,62.5,IC50,Cytotoxicity against human ER-positive MCF7 cells assessed as decrease in cell proliferation at 12.5 to 100 uM incubated for 24 hrs,Confirmatory,33711444.0
25118974,1656943,312367644,Unspecified,,,18.45,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability,Confirmatory,32005414.0
86302369,1127069,242620737,Active,,,1.7,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTS assay,Confirmatory,24697496.0
11331392,592676,103618232,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21458279.0
57341560,1055609,194186332,Unspecified,,,100.0,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24180210.0
25209714,423008,103650837,Unspecified,,,20.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs,Confirmatory,19115839.0
66572430,670606,160684900,Unspecified,,,26.9,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,22705001.0
66572430,670607,160684900,Unspecified,,,18.3,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,22705001.0
54582101,599224,131276158,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21425787.0
72705060,774317,174493659,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB method,Confirmatory,24099364.0
73355875,103401,103374070,Unspecified,,,10.0,IC50,In vitro antitumor activity against breast MCF-7 tumor cell lines,Confirmatory,13678412.0
76317501,1066718,194153117,Unspecified,,,16.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,24547740.0
44607451,513993,123092324,Unspecified,,,55.4,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,20541427.0
70688336,669370,160684895,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,22548480.0
44179017,426934,103689804,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB method,Confirmatory,19425589.0
73355234,767654,174518673,Unspecified,,,20.0,IC50,Antimicrobial activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23957453.0
20055063,657868,164136061,Unspecified,,,11.6,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by CellTiter-Glo assay,Confirmatory,22316168.0
91498,537057,123095902,Unspecified,,,13.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by Alamar blue assay,Confirmatory,20931970.0
91498,617325,123095902,Unspecified,,,13.6,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by alamar blue assay,Confirmatory,21797280.0
5282349,457739,103347800,Unspecified,,,11.4,IC50,Antiproliferative activity against human MCF7 cells after 96 hrs by MTT assay,Confirmatory,20022507.0
5282349,745938,103347800,Active,,,7.1,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,23274571.0
10999153,664538,103740901,Unspecified,,,204.8,IC50,Cytotoxicity against human MCF7 cells by resazurin reduction assay,Confirmatory,22482432.0
11436816,568558,124967531,Active,,,5.7,IC50,Cytotoxicity against human MCF7 cells after 24 hrs,Confirmatory,21174407.0
46210591,478081,103750258,Active,,,3.289,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20361780.0
90676540,1141830,242635997,Active,,,1.22,IC50,Cytotoxicity against human MCF7 cells after 2 days by MTT assay,Confirmatory,24767839.0
46850181,488590,103764224,Active,,,2.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20462230.0
308140,364582,103529613,Unspecified,,,74.78,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,18281125.0
71452521,719341,163318972,Active,,,0.65,IC50,Cytotoxicity against human MCF7 cells by SRB method,Confirmatory,23079524.0
24992372,394603,103649890,Active,,,0.087,IC50,Cytotoxicity against human MCF7 cells after 72 hrs,Confirmatory,19231864.0
158501,568818,124961904,Unspecified,,,34.16,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21216145.0
158501,675020,124961904,Unspecified,,,48.9,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22840493.0
158501,1172946,124961904,Unspecified,,,49.6,IC50,Antiproliferative activity against human MCF7 cells assessed as cell-growth inhibition after 48 hrs by MTT assay,Confirmatory,25453794.0
158501,1436619,124961904,Active,,,7.5,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28073676.0
158501,1571182,124961904,Unspecified,,,49.58,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,30568759.0
158501,1582255,124961904,Unspecified,,,28.52,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs and measured after 4 hrs by MTT assay,Confirmatory,31862444.0
44559597,566853,103581484,Active,,,1.4,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21090801.0
71725859,750853,174511683,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23691952.0
71725777,750853,174521935,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23691952.0
71746438,762153,174492243,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,23822611.0
51354811,568574,124967535,Active,,,1.8,IC50,Cytotoxicity against ER-positive human MCF7 cells after 24 hrs by trypan blue staining,Confirmatory,21188999.0
57382394,657868,160672871,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by CellTiter-Glo assay,Confirmatory,22316168.0
92158,1504288,103580498,Unspecified,,,500.0,IC50,Antiproliferative activity in human MCF7 cells by sulforhodamine B assay,Confirmatory,29120172.0
3034112,391489,103580008,Unspecified,,,28.96,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs,Confirmatory,18816111.0
11623705,422225,103692903,Active,,,3.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,19191562.0
53468592,774033,136946375,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24063567.0
21637633,1244899,312467119,Unspecified,,,43.28,IC50,Cytotoxicity against human MCF7 cells assessed as induction of cell death incubated for 2 days by MTT assay,Confirmatory,26259802.0
10278051,356490,103582732,Active,,,0.047,IC50,Cytotoxicity against human MCF7 cells after 3 days by SRB assay,Confirmatory,14575429.0
10278051,361140,103582732,Active,,,0.028,IC50,Cytotoxicity against human MCF7 cells after 3 days by SRB assay,Confirmatory,12141877.0
56676701,606255,134455944,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT method,Confirmatory,21534539.0
24148538,488590,103764226,Unspecified,,,21.9,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20462230.0
60199900,678033,160670097,Unspecified,,,25.62,IC50,Cytotoxicity against human MCF7 cells after 72 hrs BY SRB assay,Confirmatory,22703109.0
50899862,549990,124962972,Unspecified,,,145.8,IC50,Cytotoxicity against human MCF7 cells assessed as [3H]-hypoxanthine incorporation after 48 hrs,Confirmatory,20954722.0
10795385,1285134,131274605,Active,,,9.34,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,26922223.0
10795385,1558154,131274605,Unspecified,,,20.43,IC50,Anticancer activity against human MCF7 cells overexpressing PDK assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,31509699.0
72701897,774033,174519310,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,24063567.0
5281544,1498976,136937226,Unspecified,,,161.57,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT reduction assay,Confirmatory,28551177.0
71577509,736850,164149126,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,23327668.0
46872584,592420,103769414,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 72 hrs by SRB assay,Confirmatory,21192108.0
70687000,1063025,160681129,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by CellTitre-Glo luminescent cell viability assay,Confirmatory,24328283.0
85469925,1163729,312358703,Active,,,1.2,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by trypan blue exclusion method,Confirmatory,25211032.0
56833465,641786,136943454,Unspecified,,,38.22,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,22004007.0
150893,578760,103275947,Active,Q9UNQ0,9429.0,1.6,IC50,Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining,Confirmatory,21354800.0
4369270,399011,103521343,Active,,,0.1944,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,16309315.0
4369270,593490,103521343,Active,,,0.6,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability treated for 48 hrs followed by compound washout measured after 72 hrs by fluorometric CellTiter-Blue reagent assay,Confirmatory,21421322.0
4369270,657868,103521343,Active,,,9.1,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by CellTiter-Glo assay,Confirmatory,22316168.0
11480314,1484130,103509865,Active,,,7.6,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by WST-1 assay,Confirmatory,28181805.0
72702041,774038,174488571,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24063582.0
73890960,1064765,194180394,Unspecified,,,12.08,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24417634.0
52947048,513993,123095569,Unspecified,,,133.3,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,20541427.0
53262701,600821,131276712,Unspecified,,,39.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21488655.0
44479733,471996,103743575,Unspecified,,,20.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,19739600.0
44584775,767793,103639028,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,23977995.0
23247888,356666,103600083,Unspecified,,,17.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,14695798.0
49831542,527186,123093270,Unspecified,,,15.69,IC50,Cytotoxicity against human MCF7 cells after 48 hrs,Confirmatory,20873721.0
25195035,422510,103691206,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by WST-8 assay,Confirmatory,19072209.0
